C/A;UNIT;SCP;STATION; LINENAME; DIVISION; DATEn;TIMEn;DESCn;ENTRIESn;EXITSn
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;0000365433;0000221027                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;0000365503;0000221050                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;0000365508;0000221058                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;0000365620;0000221317                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;0000365837;0000221458                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;0000366194;0000221558                                         
A049;R088;02-03-03;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;0000366613;0000221678                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;1058667681;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;1058667681;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;1058667681;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;1058667681;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;05:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;09:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;13:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;17:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/28/2017;21:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;01:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;05:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;09:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;13:00:00;REGULAR;1058667680;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;17:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/29/2017;21:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;01:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;05:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;09:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;13:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;17:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/30/2017;21:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;01:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;05:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;09:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;13:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;17:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;05/31/2017;21:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;01:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;05:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;09:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;13:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;17:00:00;REGULAR;1058667679;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;1058667678;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;1058667678;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;1058667678;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;1058667678;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;1058667678;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;1058667677;0022872086                                         
A049;R088;02-05-00;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;1058667675;0022872086                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/28/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/29/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/30/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;05/31/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;0638058496;0005177520                                         
A049;R088;02-05-01;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;0638058496;0005177520                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;0003767198;0005360284                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;0003767201;0005360289                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;0003767202;0005360296                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;0003767242;0005360325                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;0003767336;0005360408                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;0003767411;0005360427                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;0003767433;0005360437                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;05:00:00;REGULAR;0003767433;0005360439                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;09:00:00;REGULAR;0003767435;0005360448                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;13:00:00;REGULAR;0003767474;0005360490                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;17:00:00;REGULAR;0003767548;0005360559                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/28/2017;21:00:00;REGULAR;0003767619;0005360600                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;01:00:00;REGULAR;0003767625;0005360608                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;05:00:00;REGULAR;0003767627;0005360608                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;09:00:00;REGULAR;0003767629;0005360618                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;13:00:00;REGULAR;0003767636;0005360661                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;17:00:00;REGULAR;0003767704;0005360740                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/29/2017;21:00:00;REGULAR;0003767754;0005360773                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;01:00:00;REGULAR;0003767770;0005360777                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;05:00:00;REGULAR;0003767771;0005360777                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;09:00:00;REGULAR;0003767771;0005360916                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;13:00:00;REGULAR;0003767789;0005361010                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;17:00:00;REGULAR;0003767858;0005361071                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/30/2017;21:00:00;REGULAR;0003767999;0005361111                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;01:00:00;REGULAR;0003768017;0005361118                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;05:00:00;REGULAR;0003768019;0005361121                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;09:00:00;REGULAR;0003768019;0005361237                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;13:00:00;REGULAR;0003768038;0005361355                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;17:00:00;REGULAR;0003768120;0005361429                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;05/31/2017;21:00:00;REGULAR;0003768269;0005361465                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;01:00:00;REGULAR;0003768294;0005361466                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;05:00:00;REGULAR;0003768294;0005361468                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;09:00:00;REGULAR;0003768296;0005361594                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;13:00:00;REGULAR;0003768330;0005361716                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;17:00:00;REGULAR;0003768414;0005361783                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;0003768552;0005361824                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;0003768570;0005361835                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;0003768572;0005361836                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;0003768573;0005361933                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;0003768591;0005362026                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;0003768702;0005362111                                         
A050;R088;00-00-00;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;0003768830;0005362168                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;0003756410;0003844308                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;0003756414;0003844321                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;0003756422;0003844355                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;0003756451;0003844424                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;0003756513;0003844544                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;0003756580;0003844615                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;0003756602;0003844637                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;05:00:00;REGULAR;0003756602;0003844640                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;09:00:00;REGULAR;0003756604;0003844655                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;13:00:00;REGULAR;0003756634;0003844729                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;17:00:00;REGULAR;0003756722;0003844834                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/28/2017;21:00:00;REGULAR;0003756818;0003844901                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;01:00:00;REGULAR;0003756840;0003844925                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;05:00:00;REGULAR;0003756842;0003844931                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;09:00:00;REGULAR;0003756843;0003844966                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;13:00:00;REGULAR;0003756880;0003845042                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;17:00:00;REGULAR;0003756962;0003845156                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/29/2017;21:00:00;REGULAR;0003757040;0003845192                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;01:00:00;REGULAR;0003757066;0003845202                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;05:00:00;REGULAR;0003757066;0003845207                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;09:00:00;REGULAR;0003757075;0003845388                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;13:00:00;REGULAR;0003757106;0003845537                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;17:00:00;REGULAR;0003757208;0003845629                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/30/2017;21:00:00;REGULAR;0003757457;0003845671                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;01:00:00;REGULAR;0003757490;0003845682                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;05:00:00;REGULAR;0003757493;0003845695                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;09:00:00;REGULAR;0003757505;0003845837                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;13:00:00;REGULAR;0003757535;0003846003                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;17:00:00;REGULAR;0003757649;0003846115                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;05/31/2017;21:00:00;REGULAR;0003757902;0003846158                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;01:00:00;REGULAR;0003757936;0003846175                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;05:00:00;REGULAR;0003757937;0003846184                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;09:00:00;REGULAR;0003757945;0003846330                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;13:00:00;REGULAR;0003757988;0003846511                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;17:00:00;REGULAR;0003758121;0003846609                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;0003758352;0003846671                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;0003758388;0003846687                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;0003758392;0003846696                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;0003758407;0003846841                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;0003758442;0003847012                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;0003758591;0003847111                                         
A050;R088;00-00-01;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;0003758781;0003847175                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;0003288994;0001700699                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;0003288998;0001700700                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;0003289001;0001700707                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;0003289099;0001700722                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;0003289310;0001700760                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;0003289497;0001700764                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;0003289550;0001700767                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;05:00:00;REGULAR;0003289551;0001700768                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;09:00:00;REGULAR;0003289553;0001700770                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;13:00:00;REGULAR;0003289628;0001700798                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;17:00:00;REGULAR;0003289785;0001700829                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/28/2017;21:00:00;REGULAR;0003289970;0001700839                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;01:00:00;REGULAR;0003290001;0001700852                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;05:00:00;REGULAR;0003290002;0001700853                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;09:00:00;REGULAR;0003290003;0001700856                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;13:00:00;REGULAR;0003290042;0001700866                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;17:00:00;REGULAR;0003290207;0001700884                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/29/2017;21:00:00;REGULAR;0003290382;0001700895                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;01:00:00;REGULAR;0003290412;0001700895                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;05:00:00;REGULAR;0003290412;0001700898                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;09:00:00;REGULAR;0003290420;0001700930                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;13:00:00;REGULAR;0003290482;0001700973                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;17:00:00;REGULAR;0003290625;0001700990                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/30/2017;21:00:00;REGULAR;0003290812;0001700994                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;01:00:00;REGULAR;0003290824;0001700997                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;05:00:00;REGULAR;0003290825;0001700997                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;09:00:00;REGULAR;0003290841;0001701048                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;13:00:00;REGULAR;0003290897;0001701084                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;17:00:00;REGULAR;0003291064;0001701098                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;05/31/2017;21:00:00;REGULAR;0003291295;0001701111                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;01:00:00;REGULAR;0003291325;0001701113                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;05:00:00;REGULAR;0003291326;0001701117                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;09:00:00;REGULAR;0003291343;0001701159                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;13:00:00;REGULAR;0003291410;0001701220                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;17:00:00;REGULAR;0003291616;0001701237                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/01/2017;21:00:00;REGULAR;0003291804;0001701248                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;01:00:00;REGULAR;0003291847;0001701250                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;05:00:00;REGULAR;0003291850;0001701251                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;09:00:00;REGULAR;0003291860;0001701296                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;13:00:00;REGULAR;0003291932;0001701336                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;17:00:00;REGULAR;0003292103;0001701379                                         
A050;R088;00-02-00;CORTLANDT ST;RNW;BMT;06/02/2017;21:00:00;REGULAR;0003292292;0001701387                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;01:00:00;REGULAR;0000342233;0000086958                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;05:00:00;REGULAR;0000342235;0000086960                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;09:00:00;REGULAR;0000342239;0000086966                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;13:00:00;REGULAR;0000342304;0000086975                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;17:00:00;REGULAR;0000342498;0000087025                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/27/2017;21:00:00;REGULAR;0000342648;0000087038                                         
A050;R088;00-02-01;CORTLANDT ST;RNW;BMT;05/28/2017;01:00:00;REGULAR;0000342682;0000087041                                         
